locus_tag	ftype	length_bp	gene	EC_number	COG	product
OIOADCLO_00787	CDS	162				hypothetical protein
OIOADCLO_00788	gene	1908				
OIOADCLO_00788	CDS	1908				gp58-like family protein
OIOADCLO_00789	gene	636				
OIOADCLO_00789	CDS	636				hypothetical protein
OIOADCLO_00790	gene	1056				
OIOADCLO_00790	CDS	1056				hypothetical protein
OIOADCLO_00791	gene	1983				
OIOADCLO_00791	CDS	1983				phage tail protein
OIOADCLO_00792	gene	843				
OIOADCLO_00792	CDS	843				hypothetical protein
OIOADCLO_00793	gene	4383				
OIOADCLO_00793	CDS	4383				tape measure protein
OIOADCLO_00794	gene	234				
OIOADCLO_00794	CDS	234				hypothetical protein
OIOADCLO_00795	gene	456				
OIOADCLO_00795	CDS	456				hypothetical protein
OIOADCLO_00796	gene	600				
OIOADCLO_00796	CDS	600				phage major tail protein, TP901-1 family
OIOADCLO_00797	gene	360				
OIOADCLO_00797	CDS	360				hypothetical protein
OIOADCLO_00798	gene	345				
OIOADCLO_00798	CDS	345				HK97 gp10 family phage protein
OIOADCLO_00799	gene	279				
OIOADCLO_00799	CDS	279				hypothetical protein
OIOADCLO_00800	gene	357				
OIOADCLO_00800	CDS	357				phage head-tail connector protein
OIOADCLO_00801	gene	888				
OIOADCLO_00801	CDS	888				hypothetical protein
OIOADCLO_00802	gene	570				
OIOADCLO_00802	CDS	570				hypothetical protein
OIOADCLO_00803	gene	267				
OIOADCLO_00803	CDS	267				hypothetical protein
OIOADCLO_00804	gene	117				
OIOADCLO_00804	CDS	117				hypothetical protein
OIOADCLO_00805	gene	1446				
OIOADCLO_00805	CDS	1446				minor capsid protein
OIOADCLO_00806	gene	1533				
OIOADCLO_00806	CDS	1533				phage portal protein
OIOADCLO_00807	gene	1278				
OIOADCLO_00807	CDS	1278				PBSX family phage terminase large subunit
OIOADCLO_00808	gene	453				
OIOADCLO_00808	CDS	453				terminase small subunit
OIOADCLO_00809	gene	417				
OIOADCLO_00809	CDS	417				hypothetical protein
OIOADCLO_00810	gene	192				
OIOADCLO_00810	CDS	192				hypothetical protein
OIOADCLO_00811	gene	711				
OIOADCLO_00811	CDS	711				site-specific DNA-methyltransferase
OIOADCLO_00812	gene	267				
OIOADCLO_00812	CDS	267				hypothetical protein
OIOADCLO_00813	gene	168				
OIOADCLO_00813	CDS	168				hypothetical protein
OIOADCLO_00814	gene	1323				
OIOADCLO_00814	CDS	1323				SNF2-related protein
OIOADCLO_00815	gene	276				
OIOADCLO_00815	CDS	276				VRR-NUC domain-containing protein
OIOADCLO_00816	gene	2385				
OIOADCLO_00816	CDS	2385				phage/plasmid primase, P4 family
OIOADCLO_00817	gene	1923				
OIOADCLO_00817	CDS	1923				DNA polymerase
OIOADCLO_00818	gene	558				
OIOADCLO_00818	CDS	558				hypothetical protein
OIOADCLO_00819	gene	399				
OIOADCLO_00819	CDS	399				hypothetical protein
OIOADCLO_00820	gene	1155				
OIOADCLO_00820	CDS	1155				hypothetical protein
OIOADCLO_00821	gene	300				
OIOADCLO_00821	CDS	300				hypothetical protein
OIOADCLO_00822	gene	204				
OIOADCLO_00822	CDS	204				hypothetical protein
OIOADCLO_00823	gene	153				
OIOADCLO_00823	CDS	153				hypothetical protein
OIOADCLO_00824	gene	387				
OIOADCLO_00824	CDS	387				hypothetical protein
OIOADCLO_00825	gene	204				
OIOADCLO_00825	CDS	204				hypothetical protein
OIOADCLO_00826	gene	171				
OIOADCLO_00826	CDS	171				hypothetical protein
OIOADCLO_00827	gene	276				
OIOADCLO_00827	CDS	276				hypothetical protein
OIOADCLO_00828	gene	216				
OIOADCLO_00828	CDS	216				hypothetical protein
OIOADCLO_00829	gene	414				
OIOADCLO_00829	CDS	414				hypothetical protein
OIOADCLO_00830	gene	156				
OIOADCLO_00830	CDS	156				hypothetical protein
OIOADCLO_00831	gene	351				
OIOADCLO_00831	CDS	351				helix-turn-helix domain-containing protein
OIOADCLO_00832	gene	384				
OIOADCLO_00832	CDS	384				hypothetical protein
OIOADCLO_00833	gene	552				
OIOADCLO_00833	CDS	552				hypothetical protein
OIOADCLO_00834	gene	1080				
OIOADCLO_00834	CDS	1080				site-specific integrase
OIOADCLO_00835	gene	87				
OIOADCLO_00835	tRNA	87				tRNA-Ser(gga)
OIOADCLO_00836	gene	636	trmB			
OIOADCLO_00836	CDS	636	trmB	2.1.1.33		tRNA (guanosine(46)-N7)-methyltransferase TrmB
OIOADCLO_00837	gene	792				
OIOADCLO_00837	CDS	792				phosphotransferase family protein
OIOADCLO_00838	gene	1035				
OIOADCLO_00838	CDS	1035				ABC transporter permease
OIOADCLO_00839	gene	726				
OIOADCLO_00839	CDS	726				ABC transporter ATP-binding protein
OIOADCLO_00840	gene	420				
OIOADCLO_00840	CDS	420				HIT family protein
OIOADCLO_00841	gene	357				
OIOADCLO_00841	CDS	357				hypothetical protein
OIOADCLO_00842	gene	1275				
OIOADCLO_00842	CDS	1275				LCP family protein
OIOADCLO_00843	gene	525				
OIOADCLO_00843	CDS	525				GNAT family N-acetyltransferase
OIOADCLO_00844	gene	462	tsaE			
OIOADCLO_00844	CDS	462	tsaE			tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE
OIOADCLO_00845	gene	1461				
OIOADCLO_00845	CDS	1461				NCS2 family permease
OIOADCLO_00846	gene	813				
OIOADCLO_00846	CDS	813				Cof-type HAD-IIB family hydrolase
OIOADCLO_00847	gene	993				
OIOADCLO_00847	CDS	993				PTS sugar transporter subunit IIB
OIOADCLO_00848	gene	810				
OIOADCLO_00848	CDS	810				PTS mannose/fructose/sorbose transporter subunit IIC
OIOADCLO_00849	gene	912				
OIOADCLO_00849	CDS	912				PTS system mannose/fructose/sorbose family transporter subunit IID
OIOADCLO_00850	gene	360				
OIOADCLO_00850	CDS	360				hypothetical protein
OIOADCLO_00851	gene	1278	serS			
OIOADCLO_00851	CDS	1278	serS	6.1.1.11		serine--tRNA ligase
OIOADCLO_00852	gene	771				
OIOADCLO_00852	CDS	771				acetyl-CoA carboxylase carboxyl transferase subunit alpha
OIOADCLO_00853	gene	867	accD			
OIOADCLO_00853	CDS	867	accD	6.4.1.2		acetyl-CoA carboxylase, carboxyltransferase subunit beta
OIOADCLO_00854	gene	1365				
OIOADCLO_00854	CDS	1365				acetyl-CoA carboxylase biotin carboxylase subunit
OIOADCLO_00855	gene	423	fabZ			
OIOADCLO_00855	CDS	423	fabZ	4.2.1.59		3-hydroxyacyl-ACP dehydratase FabZ
OIOADCLO_00856	gene	501	accB			
OIOADCLO_00856	CDS	501	accB	6.4.1.2		acetyl-CoA carboxylase biotin carboxyl carrier protein
OIOADCLO_00857	gene	1233	fabF			
OIOADCLO_00857	CDS	1233	fabF	2.3.1.179		beta-ketoacyl-ACP synthase II
OIOADCLO_00858	gene	735	fabG			
OIOADCLO_00858	CDS	735	fabG	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase
OIOADCLO_00859	gene	939	fabD			
OIOADCLO_00859	CDS	939	fabD	2.3.1.39		ACP S-malonyltransferase
OIOADCLO_00860	gene	972	fabK			
OIOADCLO_00860	CDS	972	fabK			enoyl-[acyl-carrier-protein] reductase FabK
OIOADCLO_00861	gene	225				
OIOADCLO_00861	CDS	225				acyl carrier protein
OIOADCLO_00862	gene	975				
OIOADCLO_00862	CDS	975				ketoacyl-ACP synthase III
OIOADCLO_00863	gene	435				
OIOADCLO_00863	CDS	435				MarR family transcriptional regulator
OIOADCLO_00864	gene	792				
OIOADCLO_00864	CDS	792		4.2.1.17		enoyl-CoA hydratase
OIOADCLO_00865	gene	1137	dnaJ			
OIOADCLO_00865	CDS	1137	dnaJ			molecular chaperone DnaJ
OIOADCLO_00866	gene	1827	dnaK			
OIOADCLO_00866	CDS	1827	dnaK			molecular chaperone DnaK
OIOADCLO_00867	gene	534	grpE			
OIOADCLO_00867	CDS	534	grpE			nucleotide exchange factor GrpE
OIOADCLO_00868	gene	1035	hrcA			
OIOADCLO_00868	CDS	1035	hrcA			heat-inducible transcriptional repressor HrcA
OIOADCLO_00869	gene	570				
OIOADCLO_00869	CDS	570				glycoside hydrolase family 73 protein
OIOADCLO_00870	gene	744				
OIOADCLO_00870	CDS	744				D-alanyl-D-alanine carboxypeptidase family protein
OIOADCLO_00871	gene	708				
OIOADCLO_00871	CDS	708				phosphoglycerate mutase family protein
OIOADCLO_00872	gene	240				
OIOADCLO_00872	CDS	240				GlsB/YeaQ/YmgE family stress response membrane protein
OIOADCLO_00873	gene	144				
OIOADCLO_00873	CDS	144				hypothetical protein
OIOADCLO_00874	gene	1440	gatB			
OIOADCLO_00874	CDS	1440	gatB	6.3.5.-		Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB
OIOADCLO_00875	gene	1467	gatA			
OIOADCLO_00875	CDS	1467	gatA			Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA
OIOADCLO_00876	gene	303	gatC			
OIOADCLO_00876	CDS	303	gatC			Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatC
OIOADCLO_00877	gene	555				
OIOADCLO_00877	CDS	555				cysteine hydrolase
OIOADCLO_00878	gene	783	codY			
OIOADCLO_00878	CDS	783	codY			GTP-sensing pleiotropic transcriptional regulator CodY
OIOADCLO_00879	gene	1239				
OIOADCLO_00879	CDS	1239				pyridoxal phosphate-dependent aminotransferase
OIOADCLO_00880	gene	453				
OIOADCLO_00880	CDS	453				universal stress protein
OIOADCLO_00881	gene	1389				
OIOADCLO_00881	CDS	1389				Cof-type HAD-IIB family hydrolase
OIOADCLO_00882	gene	966				
OIOADCLO_00882	CDS	966				asparaginase
OIOADCLO_00883	gene	705				
OIOADCLO_00883	CDS	705				ABC transporter permease
OIOADCLO_00884	gene	903				
OIOADCLO_00884	CDS	903				ABC transporter ATP-binding protein
OIOADCLO_00885	gene	2016	recG			
OIOADCLO_00885	CDS	2016	recG	3.6.4.12		ATP-dependent DNA helicase RecG
OIOADCLO_00886	gene	1395				
OIOADCLO_00886	CDS	1395				ABC transporter ATP-binding protein
OIOADCLO_00887	gene	681				
OIOADCLO_00887	CDS	681				energy-coupling factor transporter transmembrane protein EcfT
OIOADCLO_00888	gene	594				
OIOADCLO_00888	CDS	594				MptD family putative ECF transporter S component
OIOADCLO_00889	gene	1671				
OIOADCLO_00889	CDS	1671				ABC transporter ATP-binding protein/permease
OIOADCLO_00890	gene	1764				
OIOADCLO_00890	CDS	1764				ABC transporter ATP-binding protein/permease
OIOADCLO_00891	gene	837				
OIOADCLO_00891	CDS	837				ABC transporter ATP-binding protein
OIOADCLO_00892	gene	1023				
OIOADCLO_00892	CDS	1023				iron ABC transporter permease
OIOADCLO_00893	gene	885	isdE			
OIOADCLO_00893	CDS	885	isdE			heme ABC transporter substrate-binding protein IsdE
OIOADCLO_00894	gene	876				
OIOADCLO_00894	CDS	876				heme-binding protein
OIOADCLO_00895	gene	3828	shr			
OIOADCLO_00895	CDS	3828	shr			heme-binding protein Shr
OIOADCLO_00896	gene	1512				
OIOADCLO_00896	CDS	1512				CHAP domain-containing protein
OIOADCLO_00897	gene	1101	alr			
OIOADCLO_00897	CDS	1101	alr	5.1.1.1		alanine racemase
OIOADCLO_00898	gene	357	acpS			
OIOADCLO_00898	CDS	357	acpS	2.7.8.7		holo-ACP synthase
OIOADCLO_00899	gene	2520	secA			
OIOADCLO_00899	CDS	2520	secA			preprotein translocase subunit SecA
OIOADCLO_00900	gene	612	rpsD			
OIOADCLO_00900	CDS	612	rpsD			30S ribosomal protein S4
OIOADCLO_00901	gene	534				
OIOADCLO_00901	CDS	534				TetR/AcrR family transcriptional regulator
OIOADCLO_00902	gene	2274				
OIOADCLO_00902	CDS	2274				YhgE/Pip domain-containing protein
OIOADCLO_00903	gene	1080				
OIOADCLO_00903	CDS	1080				hypothetical protein
OIOADCLO_00904	gene	588				
OIOADCLO_00904	CDS	588				hypothetical protein
OIOADCLO_00905	gene	327				
OIOADCLO_00905	CDS	327				PadR family transcriptional regulator
OIOADCLO_00906	gene	642				
OIOADCLO_00906	CDS	642				CoA pyrophosphatase
OIOADCLO_00907	gene	843				
OIOADCLO_00907	CDS	843				hypothetical protein
OIOADCLO_00908	gene	282				
OIOADCLO_00908	CDS	282				transcriptional regulator
OIOADCLO_00909	gene	603				
OIOADCLO_00909	CDS	603				hypothetical protein
OIOADCLO_00910	gene	753				
OIOADCLO_00910	CDS	753				hypothetical protein
OIOADCLO_00911	gene	924				
OIOADCLO_00911	CDS	924				hypothetical protein
OIOADCLO_00912	gene	339	cadX			
OIOADCLO_00912	CDS	339	cadX			Cd(II)/Zn(II)-sensing metalloregulatory transcriptional regulator CadX
OIOADCLO_00913	gene	615				
OIOADCLO_00913	CDS	615				CadD family cadmium resistance transporter
OIOADCLO_00914	gene	150	rpmG_1			
OIOADCLO_00914	CDS	150	rpmG_1			50S ribosomal protein L33
OIOADCLO_00915	gene	183	rpmF			
OIOADCLO_00915	CDS	183	rpmF			50S ribosomal protein L32
OIOADCLO_00916	gene	1281	hisS			
OIOADCLO_00916	CDS	1281	hisS	6.1.1.21		histidine--tRNA ligase
OIOADCLO_00917	gene	1749	aspS			
OIOADCLO_00917	CDS	1749	aspS	6.1.1.12		aspartate--tRNA ligase
OIOADCLO_00918	gene	942				
OIOADCLO_00918	CDS	942				YitT family protein
OIOADCLO_00919	gene	879				
OIOADCLO_00919	CDS	879				YitT family protein
OIOADCLO_00920	gene	873				
OIOADCLO_00920	CDS	873				YitT family protein
OIOADCLO_00921	gene	309				
OIOADCLO_00921	CDS	309				bacteriocin immunity protein
OIOADCLO_00922	gene	1692	argS			
OIOADCLO_00922	CDS	1692	argS	6.1.1.19		arginine--tRNA ligase
OIOADCLO_00923	gene	438	argR			
OIOADCLO_00923	CDS	438	argR			arginine repressor
OIOADCLO_00924	gene	207				
OIOADCLO_00924	CDS	207				hypothetical protein
OIOADCLO_00925	gene	2556	mutS			
OIOADCLO_00925	CDS	2556	mutS			DNA mismatch repair protein MutS
OIOADCLO_00926	gene	1983	mutL			
OIOADCLO_00926	CDS	1983	mutL			DNA mismatch repair endonuclease MutL
OIOADCLO_00927	gene	1221				
OIOADCLO_00927	CDS	1221				MFS transporter
OIOADCLO_00928	gene	597	ruvA			
OIOADCLO_00928	CDS	597	ruvA	3.6.4.12		Holliday junction branch migration protein RuvA
OIOADCLO_00929	gene	561				
OIOADCLO_00929	CDS	561				DNA-3-methyladenine glycosylase I
OIOADCLO_00930	gene	1272				
OIOADCLO_00930	CDS	1272				competence/damage-inducible protein A
OIOADCLO_00931	gene	1137	recA			
OIOADCLO_00931	CDS	1137	recA			recombinase RecA
OIOADCLO_00932	gene	399	spx			
OIOADCLO_00932	CDS	399	spx			transcriptional regulator Spx
OIOADCLO_00933	gene	270				
OIOADCLO_00933	CDS	270				IreB family regulatory phosphoprotein
OIOADCLO_00934	gene	420	ruvX			
OIOADCLO_00934	CDS	420	ruvX	3.1.22.4		Holliday junction resolvase RuvX
OIOADCLO_00935	gene	306				
OIOADCLO_00935	CDS	306				hypothetical protein
OIOADCLO_00936	gene	111				
OIOADCLO_00936	CDS	111				hypothetical protein
OIOADCLO_00937	gene	1560				
OIOADCLO_00937	CDS	1560				membrane protein
OIOADCLO_00938	gene	2199	nrdD			
OIOADCLO_00938	CDS	2199	nrdD	1.17.4.2		anaerobic ribonucleoside-triphosphate reductase
OIOADCLO_00939	gene	147				
OIOADCLO_00939	CDS	147				hypothetical protein
OIOADCLO_00940	gene	936				
OIOADCLO_00940	CDS	936				Gfo/Idh/MocA family oxidoreductase
OIOADCLO_00941	gene	510				
OIOADCLO_00941	CDS	510				GNAT family N-acetyltransferase
OIOADCLO_00942	gene	615	nrdG			
OIOADCLO_00942	CDS	615	nrdG			anaerobic ribonucleoside-triphosphate reductase activating protein
OIOADCLO_00943	gene	732	yaaA_1			
OIOADCLO_00943	CDS	732	yaaA_1			peroxide stress protein YaaA
OIOADCLO_00944	gene	858				
OIOADCLO_00944	CDS	858				VOC family protein
OIOADCLO_00945	gene	240				
OIOADCLO_00945	CDS	240				winged helix-turn-helix transcriptional regulator
OIOADCLO_00946	gene	714	treR			
OIOADCLO_00946	CDS	714	treR			trehalose operon repressor
OIOADCLO_00947	gene	2025	treP			
OIOADCLO_00947	CDS	2025	treP	2.7.1.201		PTS system trehalose-specific EIIBC component
OIOADCLO_00948	gene	1629	treC			
OIOADCLO_00948	CDS	1629	treC	3.2.1.93		alpha,alpha-phosphotrehalase
OIOADCLO_00949	gene	1896	pepO			
OIOADCLO_00949	CDS	1896	pepO			endopeptidase PepO
OIOADCLO_00950	gene	1041	tsf			
OIOADCLO_00950	CDS	1041	tsf			translation elongation factor Ts
OIOADCLO_00951	gene	768	rpsB			
OIOADCLO_00951	CDS	768	rpsB			30S ribosomal protein S2
OIOADCLO_00952	gene	3075				
OIOADCLO_00952	CDS	3075				AAA family ATPase
OIOADCLO_00953	gene	987				
OIOADCLO_00953	CDS	987				arginase family protein
OIOADCLO_00954	gene	1542	hutH			
OIOADCLO_00954	CDS	1542	hutH	4.3.1.3		histidine ammonia-lyase
OIOADCLO_00955	gene	1344				
OIOADCLO_00955	CDS	1344				APC family permease
OIOADCLO_00956	gene	597				
OIOADCLO_00956	CDS	597				HutD family protein
OIOADCLO_00957	gene	1674				
OIOADCLO_00957	CDS	1674		6.3.4.3		formate--tetrahydrofolate ligase
OIOADCLO_00958	gene	627				
OIOADCLO_00958	CDS	627				cyclodeaminase/cyclohydrolase family protein
OIOADCLO_00959	gene	900	ftcD			
OIOADCLO_00959	CDS	900	ftcD	2.1.2.5		glutamate formimidoyltransferase
OIOADCLO_00960	gene	2031				
OIOADCLO_00960	CDS	2031		4.2.1.49		urocanate hydratase
OIOADCLO_00961	gene	1266	hutI			
OIOADCLO_00961	CDS	1266	hutI	3.5.2.7		imidazolonepropionase
OIOADCLO_00962	gene	1533	ahpF			
OIOADCLO_00962	CDS	1533	ahpF			alkyl hydroperoxide reductase subunit F
OIOADCLO_00963	gene	561	ahpC			
OIOADCLO_00963	CDS	561	ahpC	1.11.1.26		alkyl hydroperoxide reductase subunit C
OIOADCLO_00964	gene	71				
OIOADCLO_00964	tRNA	71				tRNA-Cys(gca)
OIOADCLO_00965	gene	210				
OIOADCLO_00965	CDS	210				cold-shock protein
OIOADCLO_00966	gene	462				
OIOADCLO_00966	CDS	462				CtsR family transcriptional regulator
OIOADCLO_00967	gene	2445				
OIOADCLO_00967	CDS	2445				ATP-dependent Clp protease ATP-binding subunit
OIOADCLO_00968	gene	291	groES			
OIOADCLO_00968	CDS	291	groES			co-chaperone GroES
OIOADCLO_00969	gene	1632	groL			
OIOADCLO_00969	CDS	1632	groL			chaperonin GroEL
OIOADCLO_00970	gene	159				
OIOADCLO_00970	CDS	159				hypothetical protein
OIOADCLO_00971	gene	1497				
OIOADCLO_00971	CDS	1497		3.4.13.-		C69 family dipeptidase
OIOADCLO_00972	gene	1641				
OIOADCLO_00972	CDS	1641				hypothetical protein
OIOADCLO_00973	gene	912				
OIOADCLO_00973	CDS	912				RluA family pseudouridine synthase
OIOADCLO_00974	gene	192				
OIOADCLO_00974	CDS	192				hypothetical protein
OIOADCLO_00975	gene	381				
OIOADCLO_00975	CDS	381				RidA family protein
OIOADCLO_00976	gene	2337	pbp2a			
OIOADCLO_00976	CDS	2337	pbp2a			penicillin-binding protein PBP2A
OIOADCLO_00977	gene	153	rpmG_2			
OIOADCLO_00977	CDS	153	rpmG_2			50S ribosomal protein L33
OIOADCLO_00978	gene	177	secE			
OIOADCLO_00978	CDS	177	secE			preprotein translocase subunit SecE
OIOADCLO_00979	gene	774				
OIOADCLO_00979	CDS	774				glycyl-radical enzyme activating protein
OIOADCLO_00980	gene	747				
OIOADCLO_00980	CDS	747				DeoR/GlpR family DNA-binding transcription regulator
OIOADCLO_00981	gene	981				
OIOADCLO_00981	CDS	981				sugar-binding transcriptional regulator
OIOADCLO_00982	gene	321				
OIOADCLO_00982	CDS	321				PTS lactose/cellobiose transporter subunit IIA
OIOADCLO_00983	gene	309				
OIOADCLO_00983	CDS	309				PTS sugar transporter subunit IIB
OIOADCLO_00984	gene	1305				
OIOADCLO_00984	CDS	1305				PTS sugar transporter subunit IIC
OIOADCLO_00985	gene	2418				
OIOADCLO_00985	CDS	2418				glycyl radical protein
OIOADCLO_00986	gene	669				
OIOADCLO_00986	CDS	669		4.1.2.-		fructose-6-phosphate aldolase
OIOADCLO_00987	gene	1089				
OIOADCLO_00987	CDS	1089				glycerol dehydrogenase
OIOADCLO_00988	gene	510				
OIOADCLO_00988	CDS	510				phosphatidylglycerophosphatase A
OIOADCLO_00989	gene	816	sdaB			
OIOADCLO_00989	CDS	816	sdaB			streptodornase B
OIOADCLO_00990	gene	843	ropB			
OIOADCLO_00990	CDS	843	ropB			quorum-sensing system transcriptional regulator RopB/Rgg1
OIOADCLO_00991	gene	144				
OIOADCLO_00991	CDS	144				hypothetical protein
OIOADCLO_00992	gene	1197	speB			
OIOADCLO_00992	CDS	1197	speB	3.4.22.10		cysteine proteinase exotoxin SpeB
OIOADCLO_00993	gene	306				
OIOADCLO_00993	CDS	306				Spi family protease inhibitor
OIOADCLO_00994	gene	921	prsA_1			
OIOADCLO_00994	CDS	921	prsA_1	5.2.1.8		peptidylprolyl isomerase PrsA
OIOADCLO_00995	gene	237				
OIOADCLO_00995	CDS	237				hypothetical protein
OIOADCLO_00996	gene	297				
OIOADCLO_00996	CDS	297				hypothetical protein
OIOADCLO_00997	gene	285				
OIOADCLO_00997	CDS	285				hypothetical protein
OIOADCLO_00998	gene	1269				
OIOADCLO_00998	CDS	1269				efflux RND transporter periplasmic adaptor subunit
OIOADCLO_00999	gene	675				
OIOADCLO_00999	CDS	675				ABC transporter ATP-binding protein
OIOADCLO_01000	gene	1218				
OIOADCLO_01000	CDS	1218				ABC transporter permease
OIOADCLO_01001	gene	654				
OIOADCLO_01001	CDS	654				response regulator transcription factor
OIOADCLO_01002	gene	1389				
OIOADCLO_01002	CDS	1389				HAMP domain-containing histidine kinase
OIOADCLO_01003	gene	1602				
OIOADCLO_01003	CDS	1602				CHAP domain-containing protein
OIOADCLO_01004	gene	252				
OIOADCLO_01004	CDS	252				hypothetical protein
OIOADCLO_01005	gene	1590				
OIOADCLO_01005	CDS	1590				helix-turn-helix domain-containing protein
OIOADCLO_01006	gene	1455	emm6			
OIOADCLO_01006	CDS	1455	emm6			M protein, serotype 6
OIOADCLO_01007	gene	933				
OIOADCLO_01007	CDS	933				hypothetical protein
OIOADCLO_01008	gene	1206				
OIOADCLO_01008	CDS	1206				IS1182 family transposase IS1562
OIOADCLO_01009	gene	3495	scpA/B			
OIOADCLO_01009	CDS	3495	scpA/B	3.4.21.110		C5a peptidase ScpA/B
OIOADCLO_01010	gene	1068	fbpA			
OIOADCLO_01010	CDS	1068	fbpA			LPXTG-anchored fibronectin-binding protein FbpA
OIOADCLO_01011	gene	110				
OIOADCLO_01011	rRNA	110				5S ribosomal RNA
OIOADCLO_01012	gene	75				
OIOADCLO_01012	tRNA	75				tRNA-Val(tac)
OIOADCLO_01013	gene	73				
OIOADCLO_01013	tRNA	73				tRNA-Asp(gtc)
OIOADCLO_01014	gene	73				
OIOADCLO_01014	tRNA	73				tRNA-Lys(ttt)
OIOADCLO_01015	gene	82				
OIOADCLO_01015	tRNA	82				tRNA-Leu(tag)
OIOADCLO_01016	gene	73				
OIOADCLO_01016	tRNA	73				tRNA-Thr(tgt)
OIOADCLO_01017	gene	76				
OIOADCLO_01017	tRNA	76				tRNA-Ile(gat)
OIOADCLO_01018	gene	74				
OIOADCLO_01018	tRNA	74				tRNA-Glu(ttc)
OIOADCLO_01019	gene	534				
OIOADCLO_01019	CDS	534				hypothetical protein
OIOADCLO_01020	gene	777	recX			
OIOADCLO_01020	CDS	777	recX			recombination regulator RecX
OIOADCLO_01021	gene	1356	rlmD_1			
OIOADCLO_01021	CDS	1356	rlmD_1	2.1.1.190		23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD
OIOADCLO_01022	gene	1356	rocA			
OIOADCLO_01022	CDS	1356	rocA			transcriptional regulator RocA
OIOADCLO_01023	gene	2706				
OIOADCLO_01023	CDS	2706				alpha-mannosidase
OIOADCLO_01024	gene	1287				
OIOADCLO_01024	CDS	1287				glycoside hydrolase family 125 protein
OIOADCLO_01025	gene	1041				
OIOADCLO_01025	CDS	1041				GntR family transcriptional regulator
OIOADCLO_01026	gene	1695				
OIOADCLO_01026	CDS	1695				beta-N-acetylglucosaminidase
OIOADCLO_01027	gene	1443				
OIOADCLO_01027	CDS	1443				glycoside hydrolase family 1 protein
OIOADCLO_01028	gene	879				
OIOADCLO_01028	CDS	879				ROK family protein
OIOADCLO_01029	gene	951				
OIOADCLO_01029	CDS	951				sugar ABC transporter permease
OIOADCLO_01030	gene	927				
OIOADCLO_01030	CDS	927				carbohydrate ABC transporter permease
OIOADCLO_01031	gene	1446				
OIOADCLO_01031	CDS	1446				ABC transporter substrate-binding protein
OIOADCLO_01032	gene	606				
OIOADCLO_01032	CDS	606				YesL family protein
OIOADCLO_01033	gene	1725				
OIOADCLO_01033	CDS	1725				sensor histidine kinase
OIOADCLO_01034	gene	1485				
OIOADCLO_01034	CDS	1485				response regulator transcription factor
OIOADCLO_01035	gene	3417				
OIOADCLO_01035	CDS	3417				glycoside hydrolase family 2 protein
OIOADCLO_01036	gene	879				
OIOADCLO_01036	CDS	879		1.1.1.25		shikimate dehydrogenase
OIOADCLO_01037	gene	756				
OIOADCLO_01037	CDS	756				class I SAM-dependent methyltransferase
OIOADCLO_01038	gene	339				
OIOADCLO_01038	CDS	339				cupin domain-containing protein
OIOADCLO_01039	gene	306				
OIOADCLO_01039	CDS	306				cupin domain-containing protein
OIOADCLO_01040	gene	1074	aroB			
OIOADCLO_01040	CDS	1074	aroB	4.2.3.4		3-dehydroquinate synthase
OIOADCLO_01041	gene	753				
OIOADCLO_01041	CDS	753				bifunctional 3-deoxy-7-phosphoheptulonate synthase/chorismate mutase
OIOADCLO_01042	gene	71				
OIOADCLO_01042	tRNA	71				tRNA-Thr(ggt)
OIOADCLO_01043	gene	255				
OIOADCLO_01043	CDS	255				hypothetical protein
OIOADCLO_01044	gene	396				
OIOADCLO_01044	CDS	396				helix-hairpin-helix domain-containing protein
OIOADCLO_01045	gene	564				
OIOADCLO_01045	CDS	564				AAA family ATPase
OIOADCLO_01046	gene	2649				
OIOADCLO_01046	CDS	2649		6.1.1.9		valine--tRNA ligase
OIOADCLO_01047	gene	2403				
OIOADCLO_01047	CDS	2403				hypothetical protein
OIOADCLO_01048	gene	729				
OIOADCLO_01048	CDS	729				hypothetical protein
OIOADCLO_01049	gene	1896				
OIOADCLO_01049	CDS	1896				hypothetical protein
OIOADCLO_01050	gene	849				
OIOADCLO_01050	CDS	849				hypothetical protein
OIOADCLO_01051	gene	675				
OIOADCLO_01051	CDS	675				hypothetical protein
OIOADCLO_01052	gene	1026	cas1_2			
OIOADCLO_01052	CDS	1026	cas1_2	3.1.-.-	COG1518	CRISPR-associated endonuclease Cas1
OIOADCLO_01053	gene	294	cas2_2			
OIOADCLO_01053	CDS	294	cas2_2	3.1.-.-		CRISPR-associated endoribonuclease Cas2
	repeat_region	295				
OIOADCLO_01054	gene	711	ccdA2			
OIOADCLO_01054	CDS	711	ccdA2			thiol-disulfide oxidoreductase-associated membrane protein CcdA2
OIOADCLO_01055	gene	624				
OIOADCLO_01055	CDS	624				TlpA family protein disulfide reductase
OIOADCLO_01056	gene	1107	msrB_2			
OIOADCLO_01056	CDS	1107	msrB_2	1.8.4.12		peptide-methionine (R)-S-oxide reductase MsrB
OIOADCLO_01057	gene	741				
